Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,PavedDrive,SaleCondition,SalePrice
285,8012,6,5,1992,1575,1575,0,1575,1,0,2,0,2,1,0,2,Y,Normal,179200
286,4251,7,5,2006,625,625,625,1250,0,0,2,1,2,1,0,2,Y,Partial,164700
287,9786,6,7,1962,912,1085,649,1734,0,0,1,1,3,1,1,2,Y,Normal,159000
288,8125,4,4,1971,858,858,0,858,0,0,1,0,3,1,0,0,Y,Normal,88000
289,9819,5,5,1967,882,900,0,900,0,0,1,0,3,1,0,1,Y,Normal,122000
290,8730,6,7,1915,698,698,698,1396,0,0,1,0,3,1,0,1,Y,Normal,153575
291,15611,8,5,2006,1079,1079,840,1919,0,0,2,1,3,1,1,2,Y,Partial,233230
292,5687,5,6,1912,780,936,780,1716,1,0,2,0,6,1,0,0,N,Normal,135900
293,11409,5,4,1949,768,1148,568,1716,0,0,1,1,3,1,1,1,Y,Normal,131000
294,16659,7,7,1977,795,1468,795,2263,1,0,2,1,3,1,1,2,Y,Normal,235000
295,9600,6,5,1953,1416,1644,0,1644,1,0,1,0,3,1,2,2,Y,Normal,167000
296,7937,6,6,1984,1003,1003,0,1003,1,0,1,0,3,1,0,2,Y,Normal,142500
297,13710,5,5,1950,910,910,648,1558,0,0,1,1,4,1,0,1,Y,Normal,152000
298,7399,7,5,1997,975,975,975,1950,0,0,2,1,3,1,1,2,Y,Normal,239000
299,11700,6,6,1968,702,1041,702,1743,0,1,1,2,3,1,1,2,Y,Normal,175000
300,14000,6,8,1950,1092,1152,0,1152,0,1,1,0,3,1,1,1,Y,Family,158500
301,15750,5,5,1953,1165,1336,0,1336,1,0,1,0,2,1,2,1,Y,Normal,157000
302,16226,8,5,1998,1028,1210,1242,2452,0,0,2,1,4,1,1,2,Y,Normal,267000
303,13704,7,5,2001,1541,1541,0,1541,0,0,2,0,3,1,1,3,Y,Normal,205000
304,9800,5,7,1972,894,894,0,894,1,0,1,0,3,1,0,2,Y,Abnorml,149900
305,18386,7,9,1880,1470,1675,1818,3493,0,0,3,0,3,1,1,3,Y,Normal,295000
306,10386,8,5,2004,2000,2000,0,2000,1,0,2,0,3,1,0,3,Y,Normal,305900
307,13474,7,5,1990,700,1122,1121,2243,1,0,2,1,4,1,1,3,Y,Normal,225000
308,7920,6,7,1920,319,1035,371,1406,0,0,1,0,3,1,0,0,N,Normal,89500
309,12342,4,5,1940,861,861,0,861,0,0,1,0,1,1,0,2,Y,Normal,82500
310,12378,9,5,2003,1896,1944,0,1944,1,0,2,0,3,1,3,3,Y,Normal,360000
311,7685,6,5,1993,697,697,804,1501,0,0,2,1,3,1,1,2,Y,Normal,165600
312,8000,6,6,1948,972,972,0,972,1,0,1,0,2,1,1,1,Y,Normal,132000
313,7800,5,7,1939,793,793,325,1118,1,0,1,0,3,1,1,2,Y,Normal,119900
314,215245,7,5,1965,2136,2036,0,2036,2,0,2,0,3,1,2,2,Y,Normal,375000
315,9600,7,7,1925,728,832,809,1641,0,1,1,1,3,1,1,2,Y,Normal,178000
316,7795,7,5,2004,716,716,716,1432,1,0,2,1,3,1,1,2,Y,Normal,188500
317,13005,7,7,1980,845,1153,1200,2353,1,0,2,1,4,1,1,2,Y,Normal,260000
318,9000,8,5,2006,1088,1088,871,1959,0,0,2,1,3,1,1,3,Y,Normal,270000
319,9900,7,5,1993,1347,1372,1274,2646,1,0,2,1,4,1,1,3,Y,Normal,260000
320,14115,7,5,1980,1372,1472,0,1472,1,0,2,0,3,1,2,2,Y,Normal,187500
321,16259,9,5,2006,1249,1249,1347,2596,0,0,3,1,4,1,0,3,Y,Partial,342643
322,12099,8,5,2004,1136,1136,1332,2468,1,0,2,1,4,1,1,3,Y,Normal,354000
323,10380,7,5,1986,1502,1553,1177,2730,1,0,2,1,4,1,1,2,Y,Normal,301000
324,5820,3,8,1955,1162,1163,0,1163,1,0,1,0,3,1,0,1,Y,Normal,126175
325,11275,7,7,1967,710,1898,1080,2978,0,0,2,1,5,1,1,2,Y,Normal,242000
326,5000,5,6,1941,720,803,0,803,0,0,1,0,2,1,0,2,Y,Normal,87000
327,10846,8,5,1993,1719,1719,0,1719,2,0,1,1,1,1,2,2,Y,Normal,324000
328,11600,6,5,1960,1383,1383,0,1383,0,0,1,1,3,1,0,1,Y,Normal,145250
329,11888,6,6,1916,844,1445,689,2134,0,0,2,0,5,1,0,2,Y,Normal,214500
330,6402,5,5,1920,596,596,596,1192,0,0,1,0,3,1,0,1,N,Normal,78000
331,10624,5,4,1964,1728,1728,0,1728,0,1,2,0,6,2,0,1,Y,Normal,119000
332,8176,5,6,1958,1056,1056,0,1056,1,0,1,0,3,1,0,1,Y,Normal,139000
333,10655,8,5,2003,3206,1629,0,1629,1,0,2,0,3,1,1,3,Y,Normal,284000
334,8198,7,5,2004,1358,1358,0,1358,1,0,2,0,2,1,1,2,Y,Normal,207000
335,9042,6,5,1998,943,943,695,1638,1,0,2,1,3,1,2,2,Y,Normal,192000
336,164660,5,6,1965,1499,1619,167,1786,2,0,2,0,3,1,2,2,Y,Normal,228950
337,14157,9,5,2005,1922,1922,0,1922,1,0,2,0,3,1,1,3,Y,Normal,377426
338,9135,7,5,2002,1536,1536,0,1536,1,0,2,0,3,1,0,2,Y,Normal,214000
339,14145,7,7,1984,1208,1621,0,1621,1,0,2,0,3,1,0,2,Y,Normal,202500
340,12400,6,7,1958,1215,1215,0,1215,0,0,1,0,3,1,0,1,Y,Normal,155000
341,14191,8,5,2002,967,993,915,1908,0,0,2,1,4,1,0,2,Y,Normal,202900
342,8400,4,4,1950,721,841,0,841,0,0,1,0,2,1,0,1,N,Normal,82000
343,8544,3,4,1949,0,1040,0,1040,0,0,2,0,2,2,0,2,Y,Normal,87500
344,8849,9,5,2005,1684,1684,0,1684,0,0,2,0,2,1,1,2,Y,Normal,266000
345,2592,5,3,1976,536,536,576,1112,0,0,1,1,3,1,0,1,Y,Normal,85000
346,6435,6,5,1939,972,972,605,1577,0,0,1,0,3,1,1,1,Y,Normal,140200
347,12772,6,8,1960,958,958,0,958,0,0,1,0,2,1,0,1,Y,Normal,151500
348,17600,6,5,1960,1478,1478,0,1478,1,0,2,0,3,1,2,2,Y,Normal,157500
349,2448,7,5,2003,764,764,862,1626,1,0,2,1,2,1,0,2,Y,Normal,154000
350,20431,9,5,2005,1848,1848,880,2728,1,0,2,1,4,1,2,3,Y,Partial,437154
351,7820,9,5,2007,1869,1869,0,1869,0,0,2,0,2,1,1,2,Y,Partial,318061
352,5271,7,5,1986,1453,1453,0,1453,1,0,1,1,2,1,1,2,Y,Abnorml,190000
353,9084,5,6,1941,616,616,495,1111,0,1,1,0,3,1,0,1,Y,Normal,95000
354,8520,6,8,1928,624,720,0,720,0,0,1,0,2,1,0,2,Y,Normal,105900
355,8400,6,5,1940,940,1192,403,1595,0,0,1,0,2,1,2,1,Y,Normal,140000
356,11249,6,5,1995,1200,1200,0,1200,1,0,2,0,3,1,0,2,Y,Normal,177500
357,9248,6,6,1992,1158,1167,0,1167,1,0,2,0,3,1,0,2,Y,Normal,173000
358,4224,5,5,1976,1142,1142,0,1142,1,0,1,1,3,1,1,2,Y,Normal,134000
359,6930,5,4,1958,1062,1352,0,1352,0,1,1,0,3,1,0,1,Y,Abnorml,130000
360,12011,8,5,1998,1086,1086,838,1924,1,0,2,1,3,1,1,2,Y,Normal,280000
361,7540,6,6,1978,888,912,0,912,1,0,1,0,2,1,1,2,Y,Normal,156000
362,9144,5,5,1940,883,988,517,1505,1,0,1,0,3,1,0,1,N,Normal,145000
363,7301,7,5,2003,0,495,1427,1922,0,0,3,0,4,1,1,2,Y,Normal,198500
364,1680,6,8,1972,483,483,504,987,0,0,1,1,2,1,0,1,Y,Normal,118000
365,18800,6,5,1976,796,790,784,1574,1,0,2,1,3,1,1,2,Y,Normal,190000
366,10690,5,7,1920,672,672,672,1344,0,0,1,0,3,1,0,1,Y,Normal,147000
367,9500,6,5,1963,1394,1394,0,1394,1,0,1,1,3,1,2,2,Y,Normal,159000
368,9150,6,5,1962,1099,1431,0,1431,0,1,1,0,3,1,1,1,Y,Normal,165000
369,7800,5,6,1954,1268,1268,0,1268,0,0,1,0,2,1,1,1,Y,Normal,132000
370,9830,5,7,1959,1063,1287,0,1287,1,0,1,0,3,1,1,2,Y,Normal,162000
371,8121,6,5,2000,953,953,711,1664,0,0,2,1,3,1,1,2,Y,Normal,172400
372,17120,4,4,1959,0,1120,468,1588,0,0,2,0,4,1,1,2,N,Normal,134432
373,7175,6,5,1984,744,752,0,752,1,0,1,0,2,1,0,1,Y,Normal,125000
374,10634,5,6,1953,608,1319,0,1319,1,0,1,0,3,1,0,1,Y,Normal,123000
375,8200,7,5,2003,847,847,1081,1928,0,0,2,1,4,1,1,2,Y,Normal,219500
376,10020,1,1,1922,683,904,0,904,1,0,0,1,1,1,0,0,Y,Normal,61000
377,8846,5,5,1996,870,914,0,914,0,0,1,0,2,1,0,2,Y,Normal,148000
378,11143,8,5,2004,1580,1580,886,2466,0,0,3,0,4,1,1,2,Y,Normal,340000
379,11394,9,2,2010,1856,1856,0,1856,1,0,1,1,1,1,1,3,Y,Partial,394432
380,8123,6,5,2000,982,1007,793,1800,0,0,2,1,3,1,1,2,Y,Normal,179000
381,5000,5,6,1924,1026,1026,665,1691,0,0,2,0,3,1,1,1,Y,Normal,127000
382,7200,7,5,2006,1293,1301,0,1301,1,0,2,0,2,1,1,2,Y,Partial,187750
383,9245,7,5,2006,939,939,858,1797,0,0,2,1,3,1,0,2,Y,Normal,213500
384,9000,6,3,1928,784,784,0,784,0,0,1,0,2,1,0,2,N,Normal,76000
385,53107,6,5,1992,1580,1079,874,1953,1,0,2,1,3,1,2,2,Y,Normal,240000
386,3182,8,5,2004,1256,1269,0,1269,0,0,2,0,2,1,1,2,Y,Normal,192000
387,8410,5,3,1910,658,658,526,1184,0,0,1,0,5,1,0,0,N,AdjLand,81000
388,7200,6,6,1976,1041,1125,0,1125,1,0,1,0,3,1,1,1,Y,Abnorml,125000
389,9382,7,5,1999,1468,1479,0,1479,0,0,2,0,3,1,0,2,Y,Normal,191000
390,12474,10,5,2007,1682,1742,590,2332,1,0,2,1,3,1,1,3,Y,Partial,426000
391,8405,5,8,1900,861,961,406,1367,1,0,1,0,4,1,0,1,Y,Normal,119000
392,12209,6,5,2001,804,804,1157,1961,1,0,2,1,3,1,1,2,Y,Normal,215000
393,8339,5,7,1959,0,882,0,882,0,0,1,0,3,1,0,1,Y,Normal,106500
394,7446,4,5,1941,788,788,0,788,0,0,1,0,2,1,2,0,Y,Abnorml,100000
395,10134,5,6,1940,735,735,299,1034,0,0,1,0,2,1,0,1,Y,Normal,109000
396,9571,5,6,1956,1144,1144,0,1144,1,0,1,0,3,1,0,1,Y,Normal,129000
397,7200,5,5,1972,894,894,0,894,0,0,1,0,2,1,0,2,Y,Normal,123000
398,7590,5,5,1962,864,876,936,1812,0,0,2,0,4,1,1,1,Y,Normal,169500
399,8967,5,2,1920,961,1077,0,1077,0,0,1,0,2,1,0,1,N,Abnorml,67000
400,8125,7,5,2006,1092,1112,438,1550,1,0,2,0,2,1,0,2,Y,Normal,241000
401,14963,8,5,1996,1260,1288,0,1288,1,0,1,1,1,1,2,2,Y,Normal,245500
402,8767,7,5,2005,1310,1310,0,1310,0,0,2,0,3,1,1,2,Y,Partial,164990
403,10200,5,8,1940,672,672,0,672,0,0,1,0,2,1,0,1,N,Normal,108000
404,12090,8,5,1998,1141,1165,1098,2263,0,0,2,1,4,1,1,2,Y,Abnorml,258000
405,10364,6,5,1995,806,806,766,1572,0,0,2,1,3,1,1,2,Y,Normal,168000
406,9991,4,4,1976,1281,1620,0,1620,1,0,2,0,3,1,1,2,Y,Normal,150000
407,10480,6,5,1936,1064,1166,0,1639,0,0,1,0,3,1,0,1,Y,Normal,115000
408,15576,6,7,1915,840,840,840,1680,0,0,2,0,4,1,0,1,Y,Normal,177000
409,14154,7,5,2006,1063,1071,1101,2172,0,0,2,1,3,1,1,3,Y,Partial,280000
410,10800,8,5,2007,1034,1050,1028,2078,1,0,2,1,3,1,1,3,Y,Partial,339750
411,9571,5,3,1958,1276,1276,0,1276,0,0,1,0,3,1,0,1,Y,Abnorml,60000
412,34650,5,5,1955,1056,1056,0,1056,1,0,1,0,3,1,0,2,Y,Normal,145000
413,4403,7,5,2009,1470,1478,0,1478,1,0,2,1,2,1,1,2,Y,Partial,222000
414,8960,5,6,1927,1008,1028,0,1028,0,0,1,0,2,1,1,2,Y,Normal,115000
415,11228,7,5,1993,1080,1080,1017,2097,0,1,2,1,3,1,1,3,Y,Normal,228000
416,8899,7,5,2007,1340,1340,0,1340,0,0,2,0,3,1,0,2,Y,Partial,181134
417,7844,6,7,1978,672,672,728,1400,0,0,1,1,3,1,1,2,Y,Normal,149500
418,22420,6,6,1918,1370,1370,1254,2624,1,0,2,1,4,1,1,3,N,Normal,239000
419,8160,5,6,1940,756,756,378,1134,1,0,1,1,3,1,0,1,P,AdjLand,126000
420,8450,5,6,1968,1056,1056,0,1056,1,0,1,0,3,1,1,1,Y,Normal,142000
421,7060,7,5,1997,1344,1344,0,1344,2,0,2,0,2,2,0,4,Y,Alloca,206300
422,16635,6,7,1977,1602,1602,0,1602,0,1,2,0,3,1,1,2,Y,Normal,215000
423,21750,5,5,1954,988,988,0,988,0,0,1,0,2,1,0,2,N,Normal,113000
424,9200,8,5,1998,1470,1470,1160,2630,1,0,2,1,4,1,1,3,Y,Normal,315000
425,9000,6,5,1956,1196,1196,0,1196,1,0,1,0,2,1,1,1,Y,Normal,139000
426,3378,7,8,1946,651,707,682,1389,0,0,1,1,3,1,2,1,P,Normal,135000
427,12800,7,5,1989,1518,1644,0,1644,1,1,2,0,2,1,1,2,Y,Normal,275000
428,8593,4,6,1957,907,907,0,907,0,0,1,0,3,1,0,1,Y,Normal,109008
429,6762,7,5,2007,1208,1208,0,1208,1,0,2,0,2,1,0,2,Y,Partial,195400
430,11457,6,5,1988,1392,1412,0,1412,1,0,2,0,3,1,1,2,Y,Normal,175000
431,1680,6,5,1971,483,483,504,987,0,0,1,1,2,1,0,1,Y,Abnorml,85400
432,5586,6,7,1920,901,1088,110,1198,0,0,1,0,4,1,0,0,N,Abnorml,79900
433,1920,5,5,1971,765,765,600,1365,1,0,1,1,2,1,0,2,Y,Normal,122500
434,10839,6,5,1997,926,926,678,1604,0,0,2,1,3,1,1,2,Y,Normal,181000
435,1890,4,7,1972,630,630,0,630,1,0,1,0,1,1,0,0,Y,Normal,81000
436,10667,7,6,1996,799,827,834,1661,1,0,2,1,3,1,1,2,Y,Normal,212000
437,4400,6,8,1920,648,734,384,1118,0,0,1,0,2,1,0,2,Y,Normal,116000
438,6000,6,7,1926,884,904,0,904,0,0,1,0,2,1,0,1,Y,Normal,119000
439,4280,5,6,1913,440,694,0,694,0,0,1,0,2,1,1,1,P,Normal,90350
440,12354,6,8,1920,684,684,512,1196,0,0,1,0,3,1,0,2,Y,Normal,110000
441,15431,10,5,2008,3094,2402,0,2402,1,0,2,0,2,1,2,3,Y,Normal,555000
442,12108,4,4,1955,1440,1440,0,1440,0,0,2,0,4,2,0,0,Y,Normal,118000
443,6240,5,7,1930,1078,1128,445,1573,0,0,2,0,3,1,1,2,P,Normal,162900
444,3922,7,5,2006,1258,1258,0,1258,0,0,2,0,2,1,1,3,Y,Partial,172500
445,8750,7,5,1994,915,933,975,1908,1,0,2,1,4,1,1,2,Y,Normal,210000
446,9855,6,5,1956,1436,1689,0,1689,0,0,1,0,3,1,1,2,Y,Normal,127500
447,16492,6,6,1966,1517,1888,0,1888,0,0,2,1,2,1,1,2,Y,Normal,190000
448,11214,7,5,1998,930,956,930,1886,0,0,2,1,4,1,1,2,Y,Normal,199900
449,8600,6,6,1937,780,780,596,1376,0,0,2,0,3,1,1,1,N,Normal,119500
450,6000,3,7,1948,649,679,504,1183,0,0,1,1,2,1,0,1,Y,Normal,120000
451,5684,6,8,1930,813,813,0,813,0,0,1,0,2,1,0,1,N,Normal,110000
452,70761,7,5,1975,1533,1533,0,1533,1,0,2,0,2,1,2,2,Y,Normal,280000
453,9303,6,5,1996,872,888,868,1756,1,0,2,1,3,1,0,2,Y,Normal,204000
454,9000,8,5,2008,768,786,804,1590,0,0,2,1,3,1,0,2,Y,Normal,210000
455,9297,5,5,1976,1728,1728,0,1728,2,0,2,0,4,2,0,2,Y,Family,188000
456,9600,7,6,1973,1242,1242,0,1242,0,0,1,1,3,1,1,2,Y,Normal,175500
457,4571,5,5,1916,624,624,720,1344,0,0,1,0,4,1,0,3,Y,Abnorml,98000
458,53227,4,6,1954,1364,1663,0,1663,1,0,1,0,2,1,2,2,Y,Normal,256000
459,5100,8,7,1925,588,833,833,1666,0,0,1,0,3,1,1,1,Y,Normal,161000
460,7015,5,4,1950,709,979,224,1203,1,0,1,0,3,1,1,1,Y,Normal,110000
461,8004,8,5,2009,832,832,1103,1935,1,0,2,1,3,1,0,2,Y,Partial,263435
462,7200,7,9,1936,560,575,560,1135,1,0,1,0,3,1,0,2,Y,Normal,155000
463,8281,5,5,1965,864,864,0,864,0,0,1,0,3,1,1,1,Y,Normal,62383
464,11988,6,7,1934,715,849,811,1660,0,0,1,1,3,1,1,1,Y,Normal,188700
465,8430,5,5,1978,1040,1040,0,1040,0,0,2,0,3,1,0,0,Y,Normal,124000
466,3072,7,5,2004,1375,1414,0,1414,0,0,2,0,2,1,1,2,Y,Normal,178740
467,10628,7,5,1970,1277,1277,0,1277,1,0,1,0,2,1,1,2,Y,Normal,167000
468,9480,5,7,1942,728,888,756,1644,0,0,1,1,3,1,2,1,Y,Normal,146500
469,11428,8,5,2006,1626,1634,0,1634,0,0,2,0,3,1,1,3,Y,Normal,250000
470,9291,6,5,1993,832,832,878,1710,0,0,2,1,3,1,0,2,Y,Normal,187000
471,6820,8,5,1985,1488,1502,0,1502,1,0,1,1,1,1,0,2,Y,Normal,212000
472,11952,7,6,1977,808,1161,808,1969,0,0,2,1,3,1,1,2,Y,Normal,190000
473,3675,6,5,2005,547,1072,0,1072,1,0,1,0,2,1,0,2,Y,Normal,148000
474,14977,8,5,2006,1976,1976,0,1976,1,0,2,0,2,1,1,3,Y,Partial,440000
475,5330,8,5,2000,1494,1652,0,1652,1,0,2,0,2,1,0,2,Y,Normal,251000
476,8480,5,6,1963,970,970,0,970,1,0,1,0,2,1,0,2,Y,Normal,132500
477,13125,6,5,1997,1478,1493,0,1493,1,0,2,0,3,1,1,2,Y,Normal,208900
478,13693,9,5,2006,2153,2069,574,2643,0,0,2,1,3,1,1,3,Y,Normal,380000
479,10637,8,5,2007,1705,1718,0,1718,1,0,2,0,3,1,1,3,Y,Normal,297000
480,5925,4,7,1937,907,1131,0,1131,0,0,1,0,2,1,0,2,Y,Alloca,89471
481,16033,9,5,2004,1833,1850,0,1850,1,0,2,0,3,1,1,3,Y,Normal,326000
482,11846,9,5,2003,1792,1792,0,1792,1,0,2,0,2,1,1,3,Y,Normal,374000
483,2500,7,8,1915,910,916,910,1826,1,0,1,1,4,1,1,1,Y,Normal,155000
484,4500,6,5,1998,1216,1216,0,1216,1,0,2,0,2,1,0,2,Y,Normal,164000
485,7758,5,7,1962,999,999,0,999,1,0,1,0,3,1,0,1,Y,Normal,132500
486,9600,5,7,1950,1113,1113,0,1113,0,0,1,0,3,1,1,1,Y,Normal,147000
487,10289,5,7,1965,1073,1073,0,1073,1,0,1,1,3,1,0,2,Y,Normal,156000
488,12243,5,6,1971,1484,1484,0,1484,0,0,2,0,3,1,1,2,Y,Normal,175000
489,10800,5,4,1900,954,1766,648,2414,0,0,2,0,3,2,1,2,N,Normal,160000
490,1526,4,8,1970,630,630,0,630,1,0,1,0,1,1,0,1,Y,Normal,86000
491,2665,5,6,1976,264,616,688,1304,0,0,1,1,3,1,1,1,Y,Normal,115000
492,9490,6,7,1941,806,958,620,1578,1,0,1,0,3,1,2,1,Y,Normal,133000
493,15578,6,5,2006,728,728,728,1456,0,0,2,1,3,1,0,2,Y,Partial,172785
494,7931,5,6,1960,1269,1269,0,1269,0,0,1,1,3,1,1,1,Y,Normal,155000
495,5784,5,8,1938,190,886,0,886,0,0,1,0,2,1,0,1,Y,Normal,91300
496,7879,4,5,1920,720,720,0,720,0,0,1,0,2,1,0,0,N,Abnorml,34900
497,12692,8,5,1992,3200,3228,0,3228,1,0,3,0,4,1,1,2,Y,Normal,430000
498,9120,7,6,1925,1026,1133,687,1820,1,0,2,0,4,1,0,1,N,Normal,184000
499,7800,5,7,1967,864,899,0,899,0,0,1,0,3,1,0,1,Y,Normal,130000
500,7535,5,7,1958,912,912,0,912,0,1,1,0,2,1,0,1,Y,Normal,120000
501,1890,6,5,1973,672,672,546,1218,0,0,1,1,3,1,0,1,Y,Normal,113000
502,9803,7,5,2005,866,866,902,1768,0,0,2,1,3,1,0,2,Y,Normal,226700
503,9170,5,7,1965,1214,1214,0,1214,1,0,1,0,2,1,0,2,Y,Normal,140000
504,15602,7,8,1959,1501,1801,0,1801,1,0,2,0,1,1,2,2,Y,Normal,289000
505,2308,6,5,1974,855,855,467,1322,0,1,2,1,3,1,1,2,Y,Normal,147000
506,7596,5,5,1952,960,960,1000,1960,0,0,2,0,4,2,0,2,N,Normal,124500
507,9554,8,5,1993,777,1065,846,1911,0,0,2,1,3,1,1,2,Y,Normal,215000
508,7862,6,5,2009,1218,1218,0,1218,0,0,2,0,2,1,0,2,Y,Partial,208300
509,9600,7,9,1928,689,689,689,1378,0,0,2,0,3,1,1,2,N,Normal,161000
510,9600,5,6,1959,1041,1041,0,1041,1,0,1,0,3,1,0,1,Y,Normal,124500
511,14559,5,7,1951,1008,1363,0,1363,1,0,1,0,2,1,2,1,Y,Normal,164900
512,6792,7,5,2005,1368,1368,0,1368,0,0,2,0,2,1,1,2,Y,Partial,202665
513,9100,5,5,1958,864,864,0,864,1,0,1,0,3,1,0,2,Y,Normal,129900
514,9187,6,5,1983,1084,1080,0,1080,0,0,1,1,3,1,0,2,Y,Normal,134000
515,10594,5,5,1926,768,789,0,789,0,0,1,0,2,1,0,1,Y,Normal,96500
516,12220,10,5,2009,2006,2020,0,2020,1,0,2,1,3,1,1,3,Y,Partial,402861
517,10448,6,6,1972,689,1378,741,2119,0,0,2,1,3,1,1,2,Y,Abnorml,158000
518,10208,7,5,1996,1264,1277,1067,2344,0,0,2,1,3,1,1,3,Y,Normal,265000
519,9531,6,5,1998,794,882,914,1796,1,0,2,1,3,1,0,2,Y,Normal,211000
520,10918,7,9,1926,1276,1276,804,2080,0,0,1,1,3,1,2,1,Y,Normal,234000
521,10800,4,7,1900,0,694,600,1294,0,0,2,0,3,2,0,0,N,Normal,106250
522,11988,6,6,1957,1244,1244,0,1244,0,0,1,1,3,1,2,1,Y,Normal,150000
523,5000,6,7,1947,1004,1004,660,1664,0,0,2,0,3,1,2,2,Y,Normal,159000
524,40094,10,5,2007,3138,3138,1538,4676,1,0,3,1,3,1,1,3,Y,Partial,184750
525,11787,7,5,1996,1379,1383,1015,2398,1,0,2,1,3,1,1,3,Y,Normal,315750
526,7500,7,5,2005,1257,1266,0,1266,0,0,2,0,3,1,1,2,Y,Normal,176000
527,13300,5,7,1956,928,928,0,928,0,0,1,0,2,1,0,1,Y,Normal,132000
528,14948,9,5,2008,1452,1476,1237,2713,1,0,2,1,3,1,1,3,Y,Partial,446261
529,9098,4,7,1920,528,605,0,605,1,0,1,0,2,1,0,0,N,Normal,86000
530,32668,6,3,1957,2035,2515,0,2515,1,0,3,0,4,2,2,2,Y,Alloca,200624
531,10200,6,5,1988,1461,1509,0,1509,1,0,2,0,3,1,1,2,Y,Abnorml,175000
532,6155,6,8,1920,611,751,611,1362,0,0,2,0,3,1,0,2,Y,Normal,128000
533,7200,5,7,1955,0,827,0,827,0,0,1,0,2,1,1,1,Y,Normal,107500
534,5000,1,3,1946,0,334,0,334,0,0,1,0,1,1,0,0,N,Normal,39300
535,9056,8,5,2004,707,707,707,1414,0,0,2,1,3,1,1,2,Y,Normal,178000
536,7000,5,7,1910,1117,820,527,1347,1,0,1,0,3,1,0,0,N,Normal,107500
537,8924,7,5,1998,880,880,844,1724,0,0,2,1,3,1,0,2,Y,Normal,188000
538,12735,4,5,1972,864,864,0,864,0,0,1,0,3,1,0,2,Y,Normal,111250
539,11553,5,5,1968,1051,1159,0,1159,0,0,1,1,3,1,1,1,Y,Normal,158000
540,11423,8,5,2001,1581,1601,0,1601,1,0,2,0,3,1,1,2,Y,Normal,272000
541,14601,9,5,2006,1838,1838,0,1838,1,0,2,0,2,1,1,3,Y,Normal,315000
542,11000,8,5,2000,969,997,1288,2285,0,0,2,1,4,1,1,3,Y,Normal,248000
543,10140,7,5,1998,1650,1680,0,1680,1,0,2,0,3,1,1,2,Y,Normal,213250
544,4058,7,5,1998,723,767,0,767,1,0,1,0,1,1,0,1,Y,Normal,133000
545,17104,7,5,2006,654,664,832,1496,1,0,2,1,3,1,1,2,Y,Partial,179665
546,13837,7,5,1988,1204,1377,806,2183,0,0,2,1,4,1,0,3,Y,Normal,229000
547,8737,6,7,1923,1065,915,720,1635,0,0,1,1,3,1,1,2,Y,Normal,210000
548,7244,5,7,1970,768,768,0,768,1,0,1,0,2,1,0,2,Y,Normal,129500
549,8235,5,7,1955,825,825,0,825,1,0,1,0,2,1,0,2,Y,Normal,125000
550,9375,7,5,2003,912,912,1182,2094,0,0,2,1,4,1,1,2,Y,Normal,263000
551,4043,6,6,1977,1069,1069,0,1069,0,0,2,0,2,1,0,2,Y,Abnorml,140000
552,6000,5,6,1957,928,928,0,928,0,0,1,0,3,1,0,1,Y,Normal,112500
553,11146,8,5,2006,1709,1717,0,1717,0,0,2,0,3,1,1,3,Y,Normal,255500
554,8777,4,5,1949,0,1126,0,1126,0,0,2,0,2,1,0,2,N,Normal,108000
555,10625,7,5,2003,998,1006,1040,2046,1,0,2,1,3,1,1,3,Y,Normal,284000
556,6380,5,6,1922,993,1048,0,1048,0,0,1,0,2,1,1,1,Y,Normal,113000
557,14850,5,5,1957,1092,1092,0,1092,1,0,1,0,2,1,1,1,Y,Normal,141000
558,11040,4,6,1920,637,897,439,1336,0,0,1,1,3,1,0,1,Y,Normal,108000
559,21872,7,5,1996,729,729,717,1446,0,1,2,1,3,1,1,2,Y,Normal,175000
560,3196,7,5,2003,1374,1557,0,1557,0,0,2,0,2,1,1,2,Y,Normal,234000
561,11341,5,6,1957,1392,1392,0,1392,1,0,1,1,3,1,1,2,Y,Normal,121500
562,10010,5,5,1974,1389,1389,0,1389,1,0,1,0,2,1,1,2,Y,Normal,170000
563,13907,5,6,1940,996,996,0,996,1,0,1,0,3,1,1,0,Y,Normal,108000
564,21780,6,7,1918,1163,1163,511,1674,0,0,2,0,4,1,1,2,N,Normal,185000
565,13346,7,5,1992,1095,1166,1129,2295,1,0,2,1,4,1,1,2,Y,Normal,268000
566,6858,6,4,1915,806,841,806,1647,1,0,1,1,4,1,0,1,Y,Normal,128000
567,11198,9,5,2005,1122,1134,1370,2504,0,0,2,1,4,1,1,3,Y,Normal,325000
568,10171,7,5,2004,1517,1535,0,1535,0,0,2,0,3,1,0,2,Y,Normal,214000
569,12327,8,8,1983,1496,1496,636,2132,1,0,1,1,1,1,1,2,Y,Normal,316600
570,7032,5,5,1979,943,943,0,943,1,0,1,0,2,1,2,2,Y,Normal,135960
571,13101,5,5,1965,1728,1728,0,1728,0,0,2,0,6,2,0,2,Y,Normal,142600
572,7332,6,6,1959,864,864,0,864,1,0,1,0,2,1,0,1,Y,Abnorml,120000
